Player,PlayerLine,PlayerLine
DOGBERRY,the,4
DOGBERRY,you,4
DOGBERRY,Enter,3
DOGBERRY,Write,3
DOGBERRY,Yea,3
DOGBERRY,and,3
DOGBERRY,name,3
DOGBERRY,they,3
DOGBERRY,to,3
DOGBERRY,A,2
DOGBERRY,ACT,2
DOGBERRY,It,2
DOGBERRY,One,2
DOGBERRY,Pray,2
DOGBERRY,SCENE,2
DOGBERRY,Truly,2
DOGBERRY,a,2
DOGBERRY,are,2
DOGBERRY,down,2
DOGBERRY,for,2
DOGBERRY,man,2
DOGBERRY,say,2
DOGBERRY,will,2
DOMITIUS ENOBARBUS,And,18
DOMITIUS ENOBARBUS,The,18
DOMITIUS ENOBARBUS,I,14
DOMITIUS ENOBARBUS,Aside,11
DOMITIUS ENOBARBUS,Enter,11
DOMITIUS ENOBARBUS,A,9
DOMITIUS ENOBARBUS,That,9
DOMITIUS ENOBARBUS,To,8
DOMITIUS ENOBARBUS,But,6
DOMITIUS ENOBARBUS,SCENE,5
DOMITIUS ENOBARBUS,Exeunt,4
DOMITIUS ENOBARBUS,He,4
DOMITIUS ENOBARBUS,If,4
DOMITIUS ENOBARBUS,No,4
DOMITIUS ENOBARBUS,O,4
DOMITIUS ENOBARBUS,So,4
DOMITIUS ENOBARBUS,What,4
DOMITIUS ENOBARBUS,When,4
DOMITIUS ENOBARBUS,With,4
DOMITIUS ENOBARBUS,Your,4
DOMITIUS ENOBARBUS,As,3
DOMITIUS ENOBARBUS,Exit,3
DOMITIUS ENOBARBUS,Her,3
DOMITIUS ENOBARBUS,It,3
DOMITIUS ENOBARBUS,Not,3
DOMITIUS ENOBARBUS,Of,3
DOMITIUS ENOBARBUS,Shall,3
DOMITIUS ENOBARBUS,This,3
DOMITIUS ENOBARBUS,Which,3
DOMITIUS ENOBARBUS,Why,3
DOMITIUS ENOBARBUS,Against,2
DOMITIUS ENOBARBUS,Alack,2
DOMITIUS ENOBARBUS,Ay,2
DOMITIUS ENOBARBUS,Being,2
DOMITIUS ENOBARBUS,Caesar,2
DOMITIUS ENOBARBUS,Cup,2
DOMITIUS ENOBARBUS,From,2
DOMITIUS ENOBARBUS,His,2
DOMITIUS ENOBARBUS,Ho,2
DOMITIUS ENOBARBUS,How,2
DOMITIUS ENOBARBUS,Ill,2
DOMITIUS ENOBARBUS,In,2
DOMITIUS ENOBARBUS,Mine,2
DOMITIUS ENOBARBUS,My,2
DOMITIUS ENOBARBUS,Or,2
DOMITIUS ENOBARBUS,Our,2
DOMITIUS ENOBARBUS,Sir,2
DOMITIUS ENOBARBUS,Some,2
DOMITIUS ENOBARBUS,Take,2
DOMITIUS ENOBARBUS,Than,2
DOMITIUS ENOBARBUS,They,2
DOMITIUS ENOBARBUS,Think,2
DOMITIUS ENOBARBUS,Thou,2
DOMITIUS ENOBARBUS,Well,2
DOMITIUS ENOBARBUS,Whats,2
DOMITIUS ENOBARBUS,Would,2
DOMITIUS ENOBARBUS,cannot,2
DOMITIUS ENOBARBUS,not,2
DON JOHN,I,11
DON JOHN,Exeunt,4
DON JOHN,What,4
DON JOHN,Come,3
DON JOHN,Enter,3
DON JOHN,If,3
DON JOHN,my,3
DON JOHN,you,3
DON JOHN,A,2
DON JOHN,SCENE,2
DON JOHN,The,2
DON JOHN,There,2
DON JOHN,Who,2
DON JOHN,he,2
DON JOHN,tomorrow,2
DON JOHN,what,2
DON PEDRO,And,19
DON PEDRO,I,15
DON PEDRO,Come,6
DON PEDRO,Good,6
DON PEDRO,Nay,6
DON PEDRO,That,6
DON PEDRO,The,6
DON PEDRO,What,6
DON PEDRO,the,6
DON PEDRO,But,5
DON PEDRO,By,5
DON PEDRO,Enter,5
DON PEDRO,Why,5
DON PEDRO,You,5
DON PEDRO,Exeunt,4
DON PEDRO,He,4
DON PEDRO,How,4
DON PEDRO,In,4
DON PEDRO,She,4
DON PEDRO,Well,4
DON PEDRO,and,4
DON PEDRO,My,3
DON PEDRO,To,3
DON PEDRO,Yea,3
DON PEDRO,a,3
DON PEDRO,he,3
DON PEDRO,of,3
DON PEDRO,shall,3
DON PEDRO,what,3
DON PEDRO,As,2
DON PEDRO,Do,2
DON PEDRO,Dost,2
DON PEDRO,Hath,2
DON PEDRO,It,2
DON PEDRO,Lady,2
DON PEDRO,Look,2
DON PEDRO,Now,2
DON PEDRO,SCENE,2
DON PEDRO,See,2
DON PEDRO,Signior,2
DON PEDRO,Thou,2
DON PEDRO,We,2
DON PEDRO,Who,2
DON PEDRO,Your,2
DON PEDRO,did,2
DON PEDRO,great,2
DON PEDRO,him,2
DON PEDRO,is,2
DON PEDRO,not,2
DON PEDRO,other,2
DON PEDRO,to,2
DON PEDRO,tongue,2
DON PEDRO,we,2
DON PEDRO,with,2
DROMIO OF EPHESUS,I,33
DROMIO OF EPHESUS,ANTIPHOLUS,32
DROMIO OF EPHESUS,And,30
DROMIO OF EPHESUS,But,15
DROMIO OF EPHESUS,To,13
DROMIO OF EPHESUS,That,11
DROMIO OF EPHESUS,For,9
DROMIO OF EPHESUS,My,9
DROMIO OF EPHESUS,You,9
DROMIO OF EPHESUS,A,8
DROMIO OF EPHESUS,If,8
DROMIO OF EPHESUS,The,7
DROMIO OF EPHESUS,There,7
DROMIO OF EPHESUS,Nay,6
DROMIO OF EPHESUS,Thou,6
DROMIO OF EPHESUS,Enter,5
DROMIO OF EPHESUS,What,5
DROMIO OF EPHESUS,Your,5
DROMIO OF EPHESUS,Ay,4
DROMIO OF EPHESUS,No,4
DROMIO OF EPHESUS,O,4
DROMIO OF EPHESUS,Exeunt,3
DROMIO OF EPHESUS,Exit,3
DROMIO OF EPHESUS,Go,3
DROMIO OF EPHESUS,Good,3
DROMIO OF EPHESUS,He,3
DROMIO OF EPHESUS,Ill,3
DROMIO OF EPHESUS,Say,3
DROMIO OF EPHESUS,She,3
DROMIO OF EPHESUS,They,3
DROMIO OF EPHESUS,Why,3
DROMIO OF EPHESUS,Will,3
DROMIO OF EPHESUS,Are,2
DROMIO OF EPHESUS,Beating,2
DROMIO OF EPHESUS,By,2
DROMIO OF EPHESUS,Did,2
DROMIO OF EPHESUS,Even,2
DROMIO OF EPHESUS,Heres,2
DROMIO OF EPHESUS,How,2
DROMIO OF EPHESUS,Justice,2
DROMIO OF EPHESUS,Master,2
DROMIO OF EPHESUS,Methinks,2
DROMIO OF EPHESUS,Neither,2
DROMIO OF EPHESUS,Nor,2
DROMIO OF EPHESUS,Perchance,2
DROMIO OF EPHESUS,SCENE,2
DROMIO OF EPHESUS,Sir,2
DROMIO OF EPHESUS,So,2
DROMIO OF EPHESUS,Thats,2
DROMIO OF EPHESUS,This,2
DROMIO OF EPHESUS,Tis,2
DROMIO OF EPHESUS,When,2
DROMIO OF EPHESUS,Where,2
DROMIO OF EPHESUS,While,2
DROMIO OF EPHESUS,Who,2
DROMIO OF SYRACUSE,ANTIPHOLUS,70
DROMIO OF SYRACUSE,I,33
DROMIO OF SYRACUSE,And,26
DROMIO OF SYRACUSE,What,16
DROMIO OF SYRACUSE,Within,12
DROMIO OF SYRACUSE,A,11
DROMIO OF SYRACUSE,But,11
DROMIO OF SYRACUSE,Enter,11
DROMIO OF SYRACUSE,Where,11
DROMIO OF SYRACUSE,The,10
DROMIO OF SYRACUSE,If,9
DROMIO OF SYRACUSE,No,9
DROMIO OF SYRACUSE,For,8
DROMIO OF SYRACUSE,Marry,8
DROMIO OF SYRACUSE,Ill,7
DROMIO OF SYRACUSE,Master,7
DROMIO OF SYRACUSE,That,7
DROMIO OF SYRACUSE,Why,7
DROMIO OF SYRACUSE,As,6
DROMIO OF SYRACUSE,In,6
DROMIO OF SYRACUSE,By,5
DROMIO OF SYRACUSE,Exit,5
DROMIO OF SYRACUSE,Nay,5
DROMIO OF SYRACUSE,Not,5
DROMIO OF SYRACUSE,She,5
DROMIO OF SYRACUSE,Some,5
DROMIO OF SYRACUSE,Thou,5
DROMIO OF SYRACUSE,To,5
DROMIO OF SYRACUSE,Well,5
DROMIO OF SYRACUSE,When,5
DROMIO OF SYRACUSE,Your,5
DROMIO OF SYRACUSE,Come,4
DROMIO OF SYRACUSE,Exeunt,4
DROMIO OF SYRACUSE,O,4
DROMIO OF SYRACUSE,SCENE,4
DROMIO OF SYRACUSE,You,4
DROMIO OF SYRACUSE,ACT,3
DROMIO OF SYRACUSE,Ay,3
DROMIO OF SYRACUSE,He,3
DROMIO OF SYRACUSE,How,3
DROMIO OF SYRACUSE,It,3
DROMIO OF SYRACUSE,My,3
DROMIO OF SYRACUSE,Or,3
DROMIO OF SYRACUSE,So,3
DROMIO OF SYRACUSE,Theres,3
DROMIO OF SYRACUSE,This,3
DROMIO OF SYRACUSE,Tis,3
DROMIO OF SYRACUSE,Who,3
DROMIO OF SYRACUSE,and,3
DROMIO OF SYRACUSE,me,3
DROMIO OF SYRACUSE,that,3
DROMIO OF SYRACUSE,time,3
DROMIO OF SYRACUSE,Against,2
DROMIO OF SYRACUSE,Because,2
DROMIO OF SYRACUSE,Did,2
DROMIO OF SYRACUSE,Do,2
DROMIO OF SYRACUSE,Dost,2
DROMIO OF SYRACUSE,Even,2
DROMIO OF SYRACUSE,Faith,2
DROMIO OF SYRACUSE,Go,2
DROMIO OF SYRACUSE,Hath,2
DROMIO OF SYRACUSE,Here,2
DROMIO OF SYRACUSE,Nor,2
DROMIO OF SYRACUSE,Oh,2
DROMIO OF SYRACUSE,One,2
DROMIO OF SYRACUSE,Sure,2
DROMIO OF SYRACUSE,Thy,2
DROMIO OF SYRACUSE,Upon,2
DROMIO OF SYRACUSE,Villain,2
DROMIO OF SYRACUSE,We,2
DROMIO OF SYRACUSE,being,2
DROMIO OF SYRACUSE,it,2
DROMIO OF SYRACUSE,long,2
DROMIO OF SYRACUSE,lost,2
DROMIO OF SYRACUSE,she,2
DROMIO OF SYRACUSE,the,2
DROMIO OF SYRACUSE,you,2
DUCHESS,And,22
DUCHESS,What,8
DUCHESS,With,8
DUCHESS,But,5
DUCHESS,To,5
DUCHESS,Ah,4
DUCHESS,For,4
DUCHESS,I,4
DUCHESS,In,4
DUCHESS,That,4
DUCHESS,Why,4
DUCHESS,As,3
DUCHESS,Exeunt,3
DUCHESS,Is,3
DUCHESS,Or,3
DUCHESS,The,3
DUCHESS,Well,3
DUCHESS,Where,3
DUCHESS,Yet,3
DUCHESS,Come,2
DUCHESS,Enter,2
DUCHESS,Exit,2
DUCHESS,No,2
DUCHESS,Nor,2
DUCHESS,Not,2
DUCHESS,One,2
DUCHESS,SCENE,2
DUCHESS,Some,2
DUCHESS,Thou,2
DUCHESS,Though,2
DUCHESS,Were,2
DUCHESS OF YORK,And,23
DUCHESS OF YORK,I,19
DUCHESS OF YORK,That,8
DUCHESS OF YORK,O,7
DUCHESS OF YORK,What,7
DUCHESS OF YORK,A,5
DUCHESS OF YORK,He,5
DUCHESS OF YORK,His,5
DUCHESS OF YORK,My,5
DUCHESS OF YORK,But,4
DUCHESS OF YORK,For,4
DUCHESS OF YORK,Thy,4
DUCHESS OF YORK,To,4
DUCHESS OF YORK,Why,4
DUCHESS OF YORK,Alas,3
DUCHESS OF YORK,As,3
DUCHESS OF YORK,Enter,3
DUCHESS OF YORK,Exeunt,3
DUCHESS OF YORK,Go,3
DUCHESS OF YORK,God,3
DUCHESS OF YORK,No,3
DUCHESS OF YORK,Or,3
DUCHESS OF YORK,Thou,3
DUCHESS OF YORK,Ah,2
DUCHESS OF YORK,Art,2
DUCHESS OF YORK,By,2
DUCHESS OF YORK,Edward,2
DUCHESS OF YORK,How,2
DUCHESS OF YORK,Ill,2
DUCHESS OF YORK,Is,2
DUCHESS OF YORK,Love,2
DUCHESS OF YORK,Not,2
DUCHESS OF YORK,Our,2
DUCHESS OF YORK,Pardon,2
DUCHESS OF YORK,SCENE,2
DUCHESS OF YORK,Say,2
DUCHESS OF YORK,So,2
DUCHESS OF YORK,Speak,2
DUCHESS OF YORK,Sweet,2
DUCHESS OF YORK,The,2
DUCHESS OF YORK,Thine,2
DUCHESS OF YORK,Till,2
DUCHESS OF YORK,Which,2
DUCHESS OF YORK,Who,2
DUCHESS OF YORK,Yet,2
DUKE,And,29
DUKE,I,16
DUKE,That,12
DUKE,But,9
DUKE,The,8
DUKE,For,7
DUKE,How,7
DUKE,Sir,7
DUKE,To,7
DUKE,Now,6
DUKE,Upon,6
DUKE,A,5
DUKE,Exit,5
DUKE,This,5
DUKE,What,5
DUKE,Which,5
DUKE,Ay,4
DUKE,Enter,4
DUKE,Then,4
DUKE,Thou,4
DUKE,Where,4
DUKE,You,4
DUKE,As,3
DUKE,Be,3
DUKE,From,3
DUKE,Go,3
DUKE,My,3
DUKE,Therefore,3
DUKE,Tis,3
DUKE,With,3
DUKE,Antonio,2
DUKE,Because,2
DUKE,Besides,2
DUKE,Come,2
DUKE,Exeunt,2
DUKE,He,2
DUKE,Ill,2
DUKE,Know,2
DUKE,Proteus,2
DUKE,SCENE,2
DUKE,Silvia,2
DUKE,So,2
DUKE,We,2
DUKE,Welcome,2
DUKE,Whom,2
DUKE,Why,2
DUKE,Wilt,2
DUKE OF YORK,And,20
DUKE OF YORK,I,17
DUKE OF YORK,But,12
DUKE OF YORK,The,12
DUKE OF YORK,To,9
DUKE OF YORK,As,6
DUKE OF YORK,Enter,6
DUKE OF YORK,Which,6
DUKE OF YORK,His,5
DUKE OF YORK,In,5
DUKE OF YORK,Now,5
DUKE OF YORK,So,5
DUKE OF YORK,That,5
DUKE OF YORK,Thou,5
DUKE OF YORK,What,5
DUKE OF YORK,Exit,4
DUKE OF YORK,For,4
DUKE OF YORK,Where,4
DUKE OF YORK,You,4
DUKE OF YORK,A,3
DUKE OF YORK,Be,3
DUKE OF YORK,Did,3
DUKE OF YORK,He,3
DUKE OF YORK,If,3
DUKE OF YORK,Is,3
DUKE OF YORK,It,3
DUKE OF YORK,No,3
DUKE OF YORK,Not,3
DUKE OF YORK,O,3
DUKE OF YORK,Or,3
DUKE OF YORK,Shall,3
DUKE OF YORK,Well,3
DUKE OF YORK,Whilst,3
DUKE OF YORK,Whose,3
DUKE OF YORK,With,3
DUKE OF YORK,Even,2
DUKE OF YORK,Exeunt,2
DUKE OF YORK,From,2
DUKE OF YORK,Gentlemen,2
DUKE OF YORK,Give,2
DUKE OF YORK,God,2
DUKE OF YORK,Have,2
DUKE OF YORK,How,2
DUKE OF YORK,Ill,2
DUKE OF YORK,Lest,2
DUKE OF YORK,Nor,2
DUKE OF YORK,Take,2
DUKE OF YORK,Then,2
DUKE OF YORK,This,2
DUKE OF YORK,Why,2
DUKE OF YORK,Within,2
DUKE ORSINO,That,17
DUKE ORSINO,And,13
DUKE ORSINO,But,8
DUKE ORSINO,O,8
DUKE ORSINO,To,8
DUKE ORSINO,For,7
DUKE ORSINO,What,5
DUKE ORSINO,Come,4
DUKE ORSINO,Give,4
DUKE ORSINO,How,4
DUKE ORSINO,I,4
DUKE ORSINO,My,4
DUKE ORSINO,So,4
DUKE ORSINO,Thou,4
DUKE ORSINO,When,4
DUKE ORSINO,A,3
DUKE ORSINO,Be,3
DUKE ORSINO,Enter,3
DUKE ORSINO,Exeunt,3
DUKE ORSINO,Hath,3
DUKE ORSINO,Is,3
DUKE ORSINO,Of,3
DUKE ORSINO,The,3
DUKE ORSINO,Why,3
DUKE ORSINO,As,2
DUKE ORSINO,Ay,2
DUKE ORSINO,Her,2
DUKE ORSINO,Here,2
DUKE ORSINO,If,2
DUKE ORSINO,Ill,2
DUKE ORSINO,Like,2
DUKE ORSINO,Methought,2
DUKE ORSINO,More,2
DUKE ORSINO,Or,2
DUKE ORSINO,SCENE,2
DUKE ORSINO,She,2
DUKE ORSINO,Tell,2
DUKE ORSINO,Than,2
DUKE ORSINO,Where,2
DUKE ORSINO,Who,2
DUKE ORSINO,With,2
DUKE ORSINO,Your,2
DUKE SENIOR,And,15
DUKE SENIOR,That,9
DUKE SENIOR,I,5
DUKE SENIOR,As,4
DUKE SENIOR,Thou,4
DUKE SENIOR,Enter,3
DUKE SENIOR,For,3
DUKE SENIOR,Go,3
DUKE SENIOR,If,3
DUKE SENIOR,Welcome,3
DUKE SENIOR,What,3
DUKE SENIOR,A,2
DUKE SENIOR,Even,2
DUKE SENIOR,More,2
DUKE SENIOR,Most,2
DUKE SENIOR,This,2
DUKE SENIOR,Which,2
DUKE SOLINUS,And,9
DUKE SOLINUS,I,6
DUKE SOLINUS,To,6
DUKE SOLINUS,If,4
DUKE SOLINUS,Why,4
DUKE SOLINUS,ANTIPHOLUS,3
DUKE SOLINUS,But,3
DUKE SOLINUS,It,3
DUKE SOLINUS,Come,2
DUKE SOLINUS,For,2
DUKE SOLINUS,Have,2
DUKE SOLINUS,Therefore,2
DUKE SOLINUS,These,2
DUKE SOLINUS,Which,2
DUKE SOLINUS,Yet,2
DUKE VINCENTIO,And,47
DUKE VINCENTIO,To,31
DUKE VINCENTIO,I,30
DUKE VINCENTIO,That,27
DUKE VINCENTIO,For,22
DUKE VINCENTIO,The,21
DUKE VINCENTIO,But,18
DUKE VINCENTIO,You,13
DUKE VINCENTIO,He,11
DUKE VINCENTIO,As,10
DUKE VINCENTIO,Enter,10
DUKE VINCENTIO,A,9
DUKE VINCENTIO,Exeunt,9
DUKE VINCENTIO,Exit,9
DUKE VINCENTIO,It,9
DUKE VINCENTIO,O,9
DUKE VINCENTIO,Of,9
DUKE VINCENTIO,What,9
DUKE VINCENTIO,In,8
DUKE VINCENTIO,This,8
DUKE VINCENTIO,We,8
DUKE VINCENTIO,How,7
DUKE VINCENTIO,Not,7
DUKE VINCENTIO,So,7
DUKE VINCENTIO,Which,7
DUKE VINCENTIO,you,7
DUKE VINCENTIO,By,6
DUKE VINCENTIO,If,6
DUKE VINCENTIO,Reenter,6
DUKE VINCENTIO,SCENE,6
DUKE VINCENTIO,Thou,6
DUKE VINCENTIO,Tis,6
DUKE VINCENTIO,When,6
DUKE VINCENTIO,Your,6
DUKE VINCENTIO,to,6
DUKE VINCENTIO,Are,5
DUKE VINCENTIO,Come,5
DUKE VINCENTIO,Do,5
DUKE VINCENTIO,My,5
DUKE VINCENTIO,There,5
DUKE VINCENTIO,Be,4
DUKE VINCENTIO,From,4
DUKE VINCENTIO,Look,4
DUKE VINCENTIO,No,4
DUKE VINCENTIO,Nor,4
DUKE VINCENTIO,Now,4
DUKE VINCENTIO,Our,4
DUKE VINCENTIO,She,4
DUKE VINCENTIO,Sir,4
DUKE VINCENTIO,Though,4
DUKE VINCENTIO,Where,4
DUKE VINCENTIO,Who,4
DUKE VINCENTIO,that,4
DUKE VINCENTIO,the,4
DUKE VINCENTIO,At,3
DUKE VINCENTIO,Away,3
DUKE VINCENTIO,Can,3
DUKE VINCENTIO,Give,3
DUKE VINCENTIO,Go,3
DUKE VINCENTIO,Good,3
DUKE VINCENTIO,Grace,3
DUKE VINCENTIO,Ill,3
DUKE VINCENTIO,Is,3
DUKE VINCENTIO,Let,3
DUKE VINCENTIO,More,3
DUKE VINCENTIO,Most,3
DUKE VINCENTIO,Provost,3
DUKE VINCENTIO,Take,3
DUKE VINCENTIO,Than,3
DUKE VINCENTIO,Then,3
DUKE VINCENTIO,Upon,3
DUKE VINCENTIO,Well,3
DUKE VINCENTIO,Were,3
DUKE VINCENTIO,Whats,3
DUKE VINCENTIO,With,3
DUKE VINCENTIO,of,3
DUKE VINCENTIO,this,3
DUKE VINCENTIO,your,3
DUKE VINCENTIO,ACT,2
DUKE VINCENTIO,After,2
DUKE VINCENTIO,Against,2
DUKE VINCENTIO,Becomes,2
DUKE VINCENTIO,Dare,2
DUKE VINCENTIO,Did,2
DUKE VINCENTIO,Ere,2
DUKE VINCENTIO,Even,2
DUKE VINCENTIO,First,2
DUKE VINCENTIO,Have,2
DUKE VINCENTIO,Her,2
DUKE VINCENTIO,Here,2
DUKE VINCENTIO,His,2
DUKE VINCENTIO,Hold,2
DUKE VINCENTIO,Knocking,2
DUKE VINCENTIO,Know,2
DUKE VINCENTIO,Like,2
DUKE VINCENTIO,Love,2
DUKE VINCENTIO,Make,2
DUKE VINCENTIO,Many,2
DUKE VINCENTIO,Nay,2
DUKE VINCENTIO,One,2
DUKE VINCENTIO,Only,2
DUKE VINCENTIO,Or,2
DUKE VINCENTIO,Pray,2
DUKE VINCENTIO,Say,2
DUKE VINCENTIO,Shall,2
DUKE VINCENTIO,Should,2
DUKE VINCENTIO,Sirrah,2
DUKE VINCENTIO,Sith,2
DUKE VINCENTIO,Stands,2
DUKE VINCENTIO,Such,2
DUKE VINCENTIO,Thanks,2
DUKE VINCENTIO,Thats,2
DUKE VINCENTIO,Theres,2
DUKE VINCENTIO,Thy,2
DUKE VINCENTIO,Whom,2
DUKE VINCENTIO,Why,2
DUKE VINCENTIO,be,2
DUKE VINCENTIO,death,2
DUKE VINCENTIO,for,2
DUKE VINCENTIO,fortune,2
DUKE VINCENTIO,her,2
DUKE VINCENTIO,is,2
DUKE VINCENTIO,now,2
DUKE VINCENTIO,shall,2
DUKE VINCENTIO,upon,2
DUKE VINCENTIO,with,2
DUMAIN,The,7
DUMAIN,DON,6
DUMAIN,O,5
DUMAIN,That,4
DUMAIN,A,3
DUMAIN,As,3
DUMAIN,Ay,3
DUMAIN,Air,2
DUMAIN,But,2
DUMAIN,For,2
DUMAIN,Hector,2
DUMAIN,I,2
DUMAIN,Most,2
DUMAIN,To,2
EARL OF WORCESTER,And,31
EARL OF WORCESTER,The,16
EARL OF WORCESTER,To,9
EARL OF WORCESTER,For,8
EARL OF WORCESTER,That,7
EARL OF WORCESTER,As,6
EARL OF WORCESTER,I,6
EARL OF WORCESTER,It,5
EARL OF WORCESTER,Of,5
EARL OF WORCESTER,By,4
EARL OF WORCESTER,We,4
EARL OF WORCESTER,He,3
EARL OF WORCESTER,In,3
EARL OF WORCESTER,What,3
EARL OF WORCESTER,When,3
EARL OF WORCESTER,You,3
EARL OF WORCESTER,But,2
EARL OF WORCESTER,Good,2
EARL OF WORCESTER,Hear,2
EARL OF WORCESTER,His,2
EARL OF WORCESTER,Ill,2
EARL OF WORCESTER,Then,2
EARL OF WORCESTER,Those,2
EARL OF WORCESTER,Which,2
EARL OF WORCESTER,Who,2
EARL OF WORCESTER,Will,2
EARL OF WORCESTER,With,2
EARL OF WORCESTER,Your,2
EDGAR,The,17
EDGAR,And,16
EDGAR,I,15
EDGAR,Enter,9
EDGAR,That,9
EDGAR,the,8
EDGAR,To,7
EDGAR,He,6
EDGAR,Thy,6
EDGAR,What,6
EDGAR,Aside,5
EDGAR,But,5
EDGAR,Give,5
EDGAR,How,5
EDGAR,Of,5
EDGAR,Poor,5
EDGAR,SCENE,5
EDGAR,When,5
EDGAR,Who,5
EDGAR,A,4
EDGAR,As,4
EDGAR,By,4
EDGAR,If,4
EDGAR,This,4
EDGAR,Come,3
EDGAR,Do,3
EDGAR,Exeunt,3
EDGAR,Exit,3
EDGAR,For,3
EDGAR,His,3
EDGAR,Let,3
EDGAR,Look,3
EDGAR,My,3
EDGAR,O,3
EDGAR,Their,3
EDGAR,Tom,3
EDGAR,Why,3
EDGAR,Away,2
EDGAR,Ay,2
EDGAR,Cannot,2
EDGAR,Chill,2
EDGAR,Here,2
EDGAR,Ill,2
EDGAR,Lets,2
EDGAR,Or,2
EDGAR,So,2
EDGAR,Storm,2
EDGAR,Thou,2
EDGAR,Told,2
EDGAR,Which,2
EDGAR,Yet,2
EDGAR,my,2
EDMUND,I,16
EDMUND,And,13
EDMUND,To,13
EDMUND,My,10
EDMUND,The,9
EDMUND,Enter,8
EDMUND,That,7
EDMUND,If,6
EDMUND,This,6
EDMUND,As,5
EDMUND,Exit,5
EDMUND,and,5
EDMUND,of,5
EDMUND,How,4
EDMUND,Which,4
EDMUND,But,3
EDMUND,By,3
EDMUND,In,3
EDMUND,Or,3
EDMUND,SCENE,3
EDMUND,Sir,3
EDMUND,Thou,3
EDMUND,With,3
EDMUND,A,2
EDMUND,Are,2
EDMUND,Brother,2
EDMUND,Come,2
EDMUND,Here,2
EDMUND,His,2
EDMUND,Is,2
EDMUND,It,2
EDMUND,Let,2
EDMUND,No,2
EDMUND,Nor,2
EDMUND,Not,2
EDMUND,Now,2
EDMUND,Of,2
EDMUND,Shall,2
EDMUND,Some,2
EDMUND,Take,2
EDMUND,Tis,2
EDMUND,Well,2
EDMUND,What,2
EDMUND,When,2
EDMUND,Where,2
EDMUND,Whose,2
EDMUND,You,2
EDMUND,him,2
EDMUND,if,2
EDMUND,this,2
EDWARD,And,22
EDWARD,I,8
EDWARD,Now,7
EDWARD,That,7
EDWARD,For,5
EDWARD,O,4
EDWARD,But,3
EDWARD,Had,3
EDWARD,His,3
EDWARD,No,3
EDWARD,Or,3
EDWARD,A,2
EDWARD,By,2
EDWARD,Enter,2
EDWARD,Even,2
EDWARD,Is,2
EDWARD,Lord,2
EDWARD,Since,2
EDWARD,Sweet,2
EDWARD,The,2
EDWARD,Thou,2
EDWARD,Tis,2
EDWARD,To,2
EMILIA,I,20
EMILIA,And,15
EMILIA,O,12
EMILIA,That,10
EMILIA,To,9
EMILIA,As,7
EMILIA,But,7
EMILIA,For,7
EMILIA,He,6
EMILIA,My,6
EMILIA,Why,6
EMILIA,Alas,5
EMILIA,She,5
EMILIA,The,5
EMILIA,A,4
EMILIA,Good,4
EMILIA,If,4
EMILIA,What,4
EMILIA,Within,4
EMILIA,Do,3
EMILIA,How,3
EMILIA,Is,3
EMILIA,Never,3
EMILIA,No,3
EMILIA,So,3
EMILIA,Some,3
EMILIA,They,3
EMILIA,Thou,3
EMILIA,Tis,3
EMILIA,You,3
EMILIA,Enter,2
EMILIA,Let,2
EMILIA,Look,2
EMILIA,Nor,2
EMILIA,Or,2
EMILIA,Pray,2
EMILIA,This,2
EMILIA,When,2
ESCALUS,I,11
ESCALUS,To,7
ESCALUS,Come,6
ESCALUS,Exit,5
ESCALUS,How,5
ESCALUS,And,4
ESCALUS,But,3
ESCALUS,Enter,3
ESCALUS,Exeunt,3
ESCALUS,It,3
ESCALUS,My,3
ESCALUS,Well,3
ESCALUS,What,3
ESCALUS,the,3
ESCALUS,Ay,2
ESCALUS,Go,2
ESCALUS,If,2
ESCALUS,Let,2
ESCALUS,Look,2
ESCALUS,No,2
ESCALUS,SCENE,2
ESCALUS,Some,2
ESCALUS,Than,2
ESCALUS,That,2
ESCALUS,Whom,2
ESCALUS,Why,2
ESCALUS,no,2
ESCALUS,not,2
ESCALUS,so,2
ESCALUS,that,2
ESCALUS,with,2
EXETER,And,21
EXETER,The,9
EXETER,That,8
EXETER,But,6
EXETER,For,6
EXETER,This,6
EXETER,In,5
EXETER,As,4
EXETER,Enter,4
EXETER,Exit,4
EXETER,He,4
EXETER,I,4
EXETER,By,3
EXETER,From,3
EXETER,Hell,3
EXETER,Henry,3
EXETER,His,3
EXETER,Or,3
EXETER,SCENE,3
EXETER,Tis,3
EXETER,To,3
EXETER,We,3
EXETER,BISHOP,2
EXETER,Do,2
EXETER,Even,2
EXETER,Here,2
EXETER,It,2
EXETER,Like,2
EXETER,My,2
EXETER,Nay,2
EXETER,Not,2
EXETER,So,2
EXETER,They,2
EXETER,Upon,2
EXETER,Were,2
EXETER,What,2
EXETER,Where,2
EXETER,Which,2
EXETER,Your,2
FABIAN,O,5
FABIAN,I,4
FABIAN,This,4
FABIAN,A,3
FABIAN,And,3
FABIAN,Good,3
FABIAN,Here,3
FABIAN,of,3
FABIAN,Enter,2
FABIAN,If,2
FABIAN,Nay,2
FABIAN,Now,2
FABIAN,We,2
FABIAN,You,2
FABIAN,excellent,2
FABIAN,have,2
FABIAN,me,2
FABIAN,not,2
FALSTAFF,I,33
FALSTAFF,the,23
FALSTAFF,Enter,22
FALSTAFF,and,17
FALSTAFF,Well,16
FALSTAFF,not,16
